Brewery ID,Brewer Name,City,State,Zip,Lat,Long
4161,Rother Bräu,,,,,
4174,Galbraith's Alehouse,,,,,
4210,Ohio Brewing Company,,,,,
4214,Hops Grillhouse & Brewery,,,,,
4216,Crailsheimer Engelbräu,,,,,
4231,Prairie Rock Brewing Company,,,,,
4237,Blue Cat Brew Pub,,,,,
4258,Brasserie Cornelyshaff á Heinescheid,,,,,
4260,Brasserie D'Ecaussinnes,,,,,
4261,Brasserie Des Géants,,,,,
4285,Brouwerij De Cock,,,,,
4286,Lotsolox Brewing Company,,,,,
4298,Gem Of The Sea Brewing Co.,,,,,
4300,San Marcos Brewery & Grill,,,,,
4302,"Belize Brewing Co., Ltd.",,,,,
4304,Avesta Bryggeri,,,,,
4305,Millingstorp Gårdsbryggeri AB,,,,,
4315,Brasserie Thiriez,,,,,
4317,Six Rivers Brewery,,,,,
4325,Barley Brothers Brewery & Grill,,,,,
4326,Oak Creek Brewery And Grill,,,,,
4335,The Wheat Beer Company,,,,,
4338,C.B. & Potts Restaurant & Brewery,,,,,
4341,The Brewery at 34 Depot Street,,,,,
4358,Schlafly Bottleworks,,,,,
4372,Port Halling Brewing Company,,,,,
4374,Lapin Kulta,,,,,
4375,Bushwakker Brewing Company,,,,,
4377,Syracuse Suds Factory,,,,,
4378,Georgetown Brewing Company,,,,,
4379,Elysian Tangletown,,,,,
4398,Baron Brewing,,,,,
4407,Brewery Creek Inn Restaurant & Brewery,,,,,
4408,RJ Rockers Brewing Company,,,,,
4410,Back Street Brewery,,,,,
4432,Lengthwise Brewing Company,,,,,
4437,1st City Brewery and Grill,,,,,
4442,Pivovarský D&#367;m,,,,,
4443,Prvni Novomestsky Restauracni Pivovar,,,,,
4452,Draught Microbrewery Bar & Grill,,,,,
4458,Rathaus Brauerei,,,,,
4459,Brauerei Kapsreiter GmbH,,,,,
4466,Brauerei Schloss Starkenberg,,,,,
4467,Brauerei Schwarzach Walter Seeber,,,,,
4471,Vereinigte Kärntner Brauereien AG,,,,,
4472,Die Weisse,,,,,
4473,1516 Brewing Company,,,,,
4476,Bräu Am Berg Starzinger KG / Brauerei Aspach,,,,,
4500,Brasserie Vanuxeem,,,,,
4509,Wellington's Backwater Brewing Co.,,,,,
4511,Burgdorfer Gasthausbrauerei,,,,,
4552,McGuire's Irish Pub of Destin,,,,,
4553,Fürst Wallerstein Brauhaus,,,,,
4555,Tustin Brewing Company,,,,,
4558,Altes Tramdepot,,,,,
4614,Orlando Brewing Partners,,,,,
4629,Quarryman Taverne & Brewery,,,,,
4663,Brasserie Artisanale De Rullés SPRL,,,,,
4667,Yarra Flats Brewery,,,,,
4668,Jamieson Brewery,,,,,
4669,Masthead Brewery,,,,,
4670,Oakbank Brewing,,,,,
4685,Hofbräuhaus Newport,,,,,
4698,P.H. Woods Restaurant & Brewery,,,,,
4705,Jaipur Brewing Company,,,,,
4706,Belle Isle Restaurant & Brewery,,,,,
4707,Choc Beer Co. / Pete's Place,,,,,
4709,Angara Restaurant And Brewery,,,,,
4713,Eder & Heylands Brauerei,,,,,
4724,Gulf Islands Brewing,,,,,
4739,Moffat Station Brewery,,,,,
4740,Temecula Brewing Company,,,,,
4748,Viking Brewery - Vifilfell Ltd.,,,,,
4766,Castel-Sakartvelo,,,,,
4778,3 Ravens Brewing,,,,,
4785,"Abashiri, K.K.",,,,,
4787,Brauerei Frastanz,,,,,
4808,Copper Dragon Brewery,,,,,
4828,Photos Photiades Breweries,,,,,
4833,Silver Creek Brewing Co.,,,,,
4834,"Courthouse Pub, The",,,,,
4847,Brasserie Des Gabariers (L&L Cognac SA),,,,,
4850,McMenamins Dad Watson's,,,,,
4858,Draught House Pub & Brewery,,,,,
4861,Frankenmuth Brewery,,,,,
4862,King Arthur's Steakhouse And Brewery,,,,,
4865,Speight's Brewery,,,,,
4871,Deep Creek Brewing Company,,,,,
4873,Feather River Brewing Co,,,,,
4887,Elland Brewery,,,,,
4889,"McMullen & Sons, Ltd.",,,,,
4893,Hyouko Yashiki No Mori Brewery,,,,,
4897,Jaxon's Restaurant and Brewing Company,,,,,
4898,Cheriton Brewery,,,,,
4914,Pyatiy Okean,,,,,
4916,Big Bear Mountain Brewery,,,,,
4920,Pivovariya Ivana Taranova,,,,,
4922,Day Brewing Company,,,,,
4924,Arsentich,,,,,
4928,Liberty Steakhouse & Brewery,,,,,
4929,Liberty Steakhouse Brewery,,,,,
4931,Morro Bay Brewing Company,,,,,
4932,Santa Maria Brewing Co.,,,,,
4933,Beermann's Beerwerks,,,,,
4934,Pivzavod AO Rosar,,,,,
4935,Pivzavod Votkinsk,,,,,
4936,Krasniy Vostok,,,,,
4937,Durdin (Len),,,,,
4938,Pivzavod AO Yantar,,,,,
4949,Damm S. A.,,,,,
4955,Palos De Moguer - 82,,,,,
4957,Cervunion,,,,,
4973,Kamakura Beer Brewing Company,,,,,
4977,Sailfish Bar & Grill / Twin Rivers Brewing Co.,,,,,
4978,Ram Restaurant & Brewery,,,,,
4980,Engine House No.9,,,,,
4982,Pacific Crest Brewing Company & Tap Room,,,,,
4992,Brouwerij Slaapmutske,,,,,
5000,James Squire Brewhouse / Portland Hotel,,,,,
5003,Brasserie d'Annaba,,,,,
5006,Brasserie d'Oran,,,,,
5007,Brasserie d'Algiers,,,,,
5014,Cervecería Schneider,,,,,
5018,Fábrica de Cerveza Artesanal Viejo Munich,,,,,
5040,Nasu Kogen Beer Co. Ltd.,,,,,
5047,Minamishinsyu Brewery,,,,,
5049,Bath Ales Ltd,,,,,
5050,Everards Brewery Ltd.,,,,,
5055,Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery,,,,,
5056,Boat Brewery / The Boat,,,,,
5058,Rooster's Brewing Company Ltd.,,,,,
5059,Pictish Brewing Company,,,,,
5060,Padre Island Brewing Company,,,,,
5074,Steamworks Brewing Co.,,,,,
5076,Big Horse Brew Pub / Horse Feathers & Co.,,,,,
5077,Barley Brown's Brewpub,,,,,
5083,Roel Brewery,,,,,
5089,Browar Grybów,,,,,
5095,Naturbier,,,,,
5106,La Casa De La Cerveza,,,,,
5107,Pig's Eye Brewing Company,,,,,
5109,Wind Valley Brewery / Rakuno Okoku Kabushiki Kaisha Brewery,,,,,
5111,Ishigakijima Dachsbrauhaus,,,,,
5115,Steelhead Brewing Co.,,,,,
5117,Founders Restaurant & Brewing Co.,,,,,
5128,Frog Island Brewery,,,,,
5129,Arkell's Brewery Limited,,,,,
5134,Sierra Madre Brewery,,,,,
5137,Randy's Fun Hunters Brewery,,,,,
5139,Altöttinger Hell-Bräu GmbH,,,,,
5141,Brauerei Ustersbach,,,,,
5142,Oettinger Brauerei,,,,,
5146,Steelhead Brewing Co.-Fisherman's Wharf,,,,,
5153,Domhof Hausbrauerei,,,,,
5159,Brauerei Schwechat (Brau Union),,,,,
5172,Goose Eye Brewery,,,,,
5187,Brasserie Du Brabant,,,,,
5188,Emmett's Brewing Company,,,,,
5190,Govnor's Public House Restaurant And Brewery,,,,,
5203,Anglo Dutch Brewery,,,,,
5204,Castle Rock Brewery,,,,,
5246,Cannon Brew Pub,,,,,
5267,Humes Brewing Company,,,,,
5275,Front Street Brewery,,,,,
5276,San Andreas Brewing / Earthquake Country Pub,,,,,
5278,Sacramento Alehouse (Pyramid Breweries),,,,,
5287,"Cherryland Brewing, LTD.",,,,,
5312,Elliot Glacier Public House,,,,,
5313,Harar Beer Factory,,,,,
5316,Full Sail Brewery & Tasting Room & Pub,,,,,
5318,Port Brewing Company / Pizza Port,,,,,
5319,Cornelius Pass Roadhouse & Imbrie Hall (McMenamins),,,,,
5321,McMenamins Queen Anne Hill,,,,,
5322,McMenamins East Vancouver,,,,,
5327,Lighthouse Brewpub (McMenamins),,,,,
5330,Highland Pub & Brewery (McMenamins),,,,,
5331,Hillsdale Brewery & Public House (McMenamins),,,,,
5337,Rubicon Brewing Company,,,,,
5339,Cerveceria Argentina S.A. Isenbeck,,,,,
5345,Cervecería Austral S.A.,,,,,
5352,Gersakh Brewery / Penguin,,,,,
5366,Fabbrica Birra Busalla,,,,,
5367,Cervezas Nacionales,,,,,
5368,Carlsberg Sverige,,,,,
5371,Hermann Brewing Company,,,,,
5379,Little Yeoman Brewing Company (DUPLICATE),,,,,
5381,Yantar Brewery,,,,,
5392,Carlyle Brewing Company,,,,,
5393,Duneland,,,,,
5394,Bugsy's Sports Bar & Brown Street Brewery,,,,,
5395,Hops Haven Brew Haus,,,,,
5406,Hogshead Brew Pub,,,,,
5419,Irkutskpisheprom,,,,,
5420,Klinskiy Pivokombinat,,,,,
5422,Pivobezalkogolniy Zavod Severskovo Pischekombinata,,,,,
5423,Solodov-Pivo Co.,,,,,
5426,Tomskoye Pivo / U Krugera,,,,,
5427,Pivovarinaya Kompaniya Utes,,,,,
5428,Severnaya Zvezda,,,,,
5430,Kolos OAO/ Ledyanoy Stakanchik,,,,,
5431,"Pikra, Inc.",,,,,
5432,Pivovariye Syem Kholmov,,,,,
5433,Promfintorg M Company,,,,,
5434,Kaluzhskaya Pivovarennaya Kompaniya,,,,,
5440,"Pivzavod Kemerovo ""Pikem""",,,,,
5443,Bent River Brewing Company,,,,,
5456,Jilin Yinpu Brewery,,,,,
5469,"Power Plant Restaurant & Brewery, The",,,,,
5470,Groupe Geloso,,,,,
5476,Bootleggers Restaurant & Brewery,,,,,
5489,Big Bear Brewing Company,,,,,
5498,Łódzkie Browary S.A.,,,,,
5500,Black Forest Brew Haus & Grill,,,,,
5501,Old Boys Brew House,,,,,
5502,Browar Amber,,,,,
5507,Kasztelan Browar Sierpc S.A. (Carlsberg),,,,,
5510,Browar Kiper,,,,,
5512,Browar Krajan,,,,,
5514,Browar Staropolski,,,,,
5516,Browar Zwierzyniec - ZP W Lublinie S.A.,,,,,
5522,Corner Pub,,,,,
5562,Vetter Alt Heidelberger Brauhaus Neuenheim,,,,,
5564,Kulturbrauerei Heidelberg,,,,,
5575,The Old Mill Brewery Ltd.,,,,,
5578,SBC Restaurant & Brewery - Stamford,,,,,
5581,Kaiser Bräu GmbH & Co KG,,,,,
5598,Detroit Brew Factory,,,,,
5605,Palisade Brewing Co.,,,,,
5638,Osteria Di Bastardu' - Last Out,,,,,
5639,Birreria Blues,,,,,
5687,Brauerei Locher AG,,,,,
5689,Sparhawk Brewers,,,,,
5691,Switchback Brewing Company,,,,,
5696,The Olde Stone Brewing Company,,,,,
5706,Braugaststätte Döbler,,,,,
5708,Ankerbräu Nördlingen,,,,,
5711,Augusta Bräu,,,,,
5721,Brauerei Alwin Märkl,,,,,
5727,Brauerei Blauer Löwe,,,,,
5752,Brauerei Aldersbach,,,,,
5753,Brauerei Baumer,,,,,
5755,Brauerei Bischofshof,,,,,
5765,Weideneder Brau,,,,,
5773,Brauerei Enzensteiner,,,,,
5784,Brauerei Karg,,,,,
5787,Bad Windsheimer Bürgerbräu,,,,,
5794,Brauerei Josef Greif,,,,,
5798,Kauzen Bräu,,,,,
5812,Brauerei Frischeisen,,,,,
5816,Brauerei Laupheimer Günz,,,,,
5817,Brauerei Georg Michael GmbH,,,,,
5819,Brauerei Goss,,,,,
5823,Kapplerbräu,,,,,
5825,Brauerei Gundel,,,,,
5830,Brauerei Hacklberg,,,,,
5843,Brauerei Sigwart KG,,,,,
5847,Brauerei Maisach - Bräustüberl Maisach,,,,,
5850,Brauerei S. Riegele,,,,,
5851,Brauerei Josef Schimpfle,,,,,
5854,Brauerei Schäffler,,,,,
5855,Private Landbrauerei Schönram,,,,,
5859,Brauerei Wittmann,,,,,
5864,Dark Mountain Brewery,,,,,
5886,Eittinger Fischerbräu,,,,,
5887,Engelbräu Rettenberg,,,,,
5892,Walnut Brewery,,,,,
5895,Judge Baldwin's Brewing Company,,,,,
5904,Brewery At The Bay / Put-In-Bay Brewing Co.,,,,,
5908,Brauerei Franz Xaver Glossner,,,,,
5910,Jamesport Brewing Company Inc.,,,,,
5911,Brauerei  Gasthof Höhn,,,,,
5914,Brauerei Johannes Grasser,,,,,
5926,Brauerei Konrad Will,,,,,
5927,Brauerei Kraus,,,,,
5930,Brauerei Leonhard Schübel,,,,,
5943,Brauerei Michael Plank,,,,,
5946,Brauerei Müller,,,,,
5947,Brauerei Mälzerei Otto Kienberger,,,,,
5949,Brauerei Ott,,,,,
5952,Brauerei Peter Griess,,,,,
5957,Brauerei Reichold,,,,,
5959,Brauerei Richard Wagner,,,,,
5961,Ludwig Roth Bierbrauerei GmbH,,,,,
5970,Staffelberg Bräu Fam. Geldner-Wehritz,,,,,
5980,Brauerei Wolfshöhe K. u. F. Weber GmbH & Co. KG,,,,,
5989,Brauerei Zur Sonne,,,,,
5995,Brauhaus Schinner,,,,,
6006,Erste Dampfbierbrauerei Zwiesel W. Pfeiffer KG,,,,,
6008,Eschenbacher Wagner-Bräu Privatbrauerei GmbH,,,,,
6009,Exportbierbrauerei Richard Glenk OHG,,,,,
6012,Brauerei Friedr. Jacob,,,,,
6013,Felsen Bräu W. Glossner KG,,,,,
6015,Forstquell Brauerei von Friedrich Höhenberger,,,,,
6018,Freiherr Von Poschinger Braysche Schlossbrauerei Irlbach GmbH,,,,,
6019,Fürstliches Brauhaus Ellingen,,,,,
6023,Bürgerbräu Hersbruck Deinlein & Co. KG,,,,,
6033,Gräfliche Brauerei Arco Valley,,,,,
6043,Hirschbräu Friedrich Wurm KG,,,,,
6044,Weyermann Brauerei GmbH,,,,,
6045,Iron Hill Brewery & Restaurant,,,,,
6046,Held Bräu,,,,,
6051,Hönicks  Bräu,,,,,
6052,Innstadt Brauerei,,,,,
6056,Jura Bräu,,,,,
6059,Karmelitenbrauerei Karl Sturm,,,,,
6067,Brewbakers,,,,,
6068,Southside Speakeasy And Brewpub,,,,,
6074,Klosterbrauerei Furth GmbH & Co. KG,,,,,
6076,Klosterbrauerei Mallersdorf,,,,,
6078,Klosterbrauerei Scheyern,,,,,
6092,Kössel Bräu,,,,,
6099,Lang Bräu OHG,,,,,
6104,Müllerbräu Neuötting K. Müller,,,,,
6105,Mühlfelder Brauhaus,,,,,
6116,Meckatzer Löwenbräu Benedikt Weiss KG,,,,,
6121,"Orth Bräu GmbH & Co. KG ""Zum Fuchsbeck""",,,,,
6126,Beck Bräu OHG,,,,,
6127,Postbrauerei Weiler u. Siebersquelle Anton Zinth KG,,,,,
6130,Privatbrauerei Hofmühl GmbH,,,,,
6135,Privatbrauerei Reh,,,,,
6144,Pyraser Bier GmbH & Co. KG,,,,,
6147,Püls Bräu OHG,,,,,
6155,Schlossbrauerei Autenried GmbH,,,,,
6169,Schlossbrauerei Reckendorf Georg Dirauf KG,,,,,
6174,Schlossbrauerei Stelzer,,,,,
6188,Schwarzbräu GmbH,,,,,
6191,Schäffbräu Rudolf Schäff,,,,,
6192,Sitterbräu Gasthausbrauerei,,,,,
6195,Spezial Brauerei Schierling GmbH,,,,,
6197,Liebhart´s Bräuhaus,,,,,
6209,Weissbierbrauerei Schwendl,,,,,
6214,Brauerei Grandauer - Wildbräu Grafing vor München,,,,,
6221,Weib´s Brauhaus,,,,,
6225,Weissbräu Kösslarn,,,,,
6227,Winkler Bräu Schlicht GmbH & Co.,,,,,
6238,Kulmbacher Kommunbräu,,,,,
6244,Tuck's Brewery,,,,,
6245,Mt. Angel Brewing Company,,,,,
6250,Mount Rushmore Brewing Company,,,,,
6266,Flagstaff Brewing Company,,,,,
6268,Brasserie Oc'Ale,,,,,
6272,CANOE Brewpub,,,,,
6275,Stariy Georg,,,,,
6277,Stakhanovitz,,,,,
6278,Zhigulovskiy Pivo-Byezalkogolniy Kombinat/U Vakano,,,,,
6288,Picobrouwerij Alvinne / Den Bierzolder,,,,,
6300,Old Hat Brewery & Grill,,,,,
6305,Vizit OAO,,,,,
6313,La Jolla Brew House,,,,,
6326,The Lion Brewery Restaurant,,,,,
6331,Brouwerij De Prael,,,,,
6356,Trattoria Microbirreria Cà De Gos,,,,,
6371,Jack's Brewing Company,,,,,
6372,Fort Collins Brewing,,,,,
6376,Banfi,,,,,
6393,Abbeydale Brewery,,,,,
6394,Alcazar Brewing Co.,,,,,
6395,Boggart Hole Clough Brewing Co.,,,,,
6399,Povolzhye OAO,,,,,
6432,Hoa Vien Brauhaus Restaurant,,,,,
6488,Joseph Holt Group plc,,,,,
6493,Wernecker Bierbrauerei,,,,,
6513,Schorschbräu,,,,,
6536,Kitzmann Bräu,,,,,
6558,Coach House Brewing Company Ltd.,,,,,
6559,Cottage Brewing Co. Ltd,,,,,
6565,Hops Grillhouse & Brewery,,,,,
6571,Brasserie Du Chant Du Loup,,,,,
6575,Crouch Vale Brewery Limited,,,,,
6577,Titanic Brewery,,,,,
6578,The Cambridge House Brewpub,,,,,
6581,Lawrence Victor Estate,,,,,
6592,Auerhahn Bräu Schlitz GmbH,,,,,
6593,Bad Homburger Brauhaus Graf Zeppelin (Hofgut Kronenhof),,,,,
6596,Brauerei Grohe GmbH,,,,,
6597,Schwalm Bräu - Privat Brauerei Fr. Haaß KG,,,,,
6604,Bärenbräu GmbH,,,,,
6609,Eschweger Klosterbrauerei,,,,,
6615,Brauhaus Knallhütte/Hütt Brauerei Bettenhäuser GmbH & Co. KG,,,,,
6624,Brauerei Klaus Rauh GmbH,,,,,
6625,Martini Brauerei GmbH,,,,,
6627,Pfungstädter Brauerei,,,,,
6643,Das Kleine Brauhaus Zu Bergedorf Luitbräu,,,,,
6649,Michelsbräu GmbH,,,,,
6657,Bavaria-St. Pauli-Brauerei GmbH,,,,,
6663,Brauerei G.A. Bruch,,,,,
6678,Oderland Brauerei GmbH,,,,,
6684,Schlossbrauerei GmbH Fürstlich-Drehna,,,,,
6685,Spreewälder Privatbrauerei,,,,,
6690,Kircher Brauhaus GmbH,,,,,
6695,Marston's PLC,,,,,
6699,Erste Leopoldshafener Gasthausbrauerei Andreasbräu GmbH,,,,,
6700,Berg Brauerei Ulrich Zimmermann GmbH & Co. KG,,,,,
6703,Härtsfelder Familienbrauerei Hald e.K.,,,,,
6731,Palmbräu Zorn Söhne KG,,,,,
6740,Wallhall Brauhaus Im Lamm,,,,,
6746,Matsuya Kyoto Machiya Beer Brewery,,,,,
6748,Melo Abreu / Fabrica de Cervejas e Refrigerantes,,,,,
6755,Brauerei Stolz GmbH & Co. KG,,,,,
6764,Königsegger Walderbräu AG,,,,,
6774,Ankerbrauerei Nagold GmbH,,,,,
6782,Brauerei Hirschen,,,,,
6784,Brauerei Ladenburger GmbH,,,,,
6794,Brauerei Max Wolf GmbH,,,,,
6795,Brauerei Zoller-Hof,,,,,
6800,Brauhaus Joh. Albrecht GmbH,,,,,
6801,Brauhaus Kühler Krug,,,,,
6803,Gebrüder Klausmann KG Hirschenbrauerei,,,,,
6806,Der Vogelbräu,,,,,
6807,Distelhäuser Brauerei,,,,,
6811,Heidelberger Brauerei GmbH,,,,,
6817,Hofbrauhaus Hatz AG,,,,,
6823,Kronen Brauhaus,,,,,
6828,Lammbrauerei,,,,,
6830,Lammbräu Hilsenbeck GmbH & Co.,,,,,
6834,Baisinger Löwenbrauerei Teufel GmbH,,,,,
6836,Martins Bräu Erste Freiburger Gasthausbrauerei,,,,,
6840,Privatbrauerei M. Ketterer GmbH & Co.,,,,,
6843,Schlossbrauerei zu Schmieheim,,,,,
6844,Welde Bräu GmbH & Co. KG,,,,,
6847,Schlüsselbräu Privatbrauerei Helmut Bosch und Schlüsselkeller,,,,,
6859,Brouwerij Crombé / 't Brouwershof,,,,,
6865,Detroit Beer Co.,,,,,
6871,Barnsley Brewery Company Limited,,,,,
6872,Cotleigh Brewery,,,,,
6874,Felstar Brewery & Felstead Vineyard,,,,,
6875,Hopdaemon Brewery Company,,,,,
6877,Moles Brewery (Cascade Drinks Limited),,,,,
6878,Oulton Ales Limited,,,,,
6879,P&DJ Goacher,,,,,
6880,Princetown Breweries Limited,,,,,
6881,Skinner's Brewery,,,,,
6882,St. George's Brewing Company Limited,,,,,
6883,Wentworth Brewery Limited,,,,,
6895,San Rafael Brewing Company,,,,,
6900,Beartown Brewery,,,,,
6901,Ossett Brewing Company,,,,,
6902,Ramsgate Brewery,,,,,
6905,Teignworthy Brewery,,,,,
6907,Triple fff Brewing Company,,,,,
6908,"Swan On The Green, The",,,,,
6924,Walkabout Brewery,,,,,
6928,Twain's Billiards and Tap,,,,,
6969,Magadanskaya Gruppa OAO,,,,,
6970,Brouwerij Den Hopperd,,,,,
6976,Karl Strauss Brewing Company,,,,,
6980,Keegan Ales,,,,,
6985,Vale Brewery Company,,,,,
6994,Alexander Keith's,,,,,
7008,Pump House Brewery,,,,,
7015,Babe's Bar-B-Que And Brewery,,,,,
7017,Mecklenburgische Brauerei Lübz GmbH,,,,,
7035,Big Lamp Brewers,,,,,
7036,Brewster's Brewing Co Ltd,,,,,
7037,Oldershaw Brewery,,,,,
7038,Rudgate Brewery Limited,,,,,
7051,Tractor Brewing Co.,,,,,
7057,Aktienbrauerei Simmerberg AG,,,,,
7059,Alamo Beer Co.,,,,,
7065,"Hidaka Beer, Inc.",,,,,
7073,Kamchatskoye Pivo OAO,,,,,
7087,Braustolz GmbH,,,,,
7088,Sternquell Brauerei Plauen,,,,,
7091,Archers Brewing & Wholesale Limited,,,,,
7092,Arundel Brewery Limited,,,,,
7094,Barngates Brewery Limited,,,,,
7104,H.B. Clark & Co (Successors) Limited,,,,,
7128,Privatbrauerei Wittingen GmbH,,,,,
7200,Gorkha Brewery,,,,,
7202,Nepal Brewery Company,,,,,
7214,Mahogany Ridge Brewery & Grill,,,,,
7217,Big Nose Brewing,,,,,
7220,Helsinge Ångbryggeri,,,,,
7223,AS L&#257;&#269;pl&#275;a Alus,,,,,
7234,Potters Hotel & Brewery (Hunter Beer Co),,,,,
7248,Firehouse Brewery & Restaurant,,,,,
7253,Old Market Pub And Brewery,,,,,
7282,Brauerei Hofstetten Krammer GmbH & Co. KG,,,,,
7285,Brauerei Ried,,,,,
7286,Brauerei Schrems,,,,,
7289,Brauerei Weitra,,,,,
7290,Brauerei Zwettl Karl Schwarz GmbH,,,,,
7295,Hubertus Bräu Johann Kühtreiber OHG,,,,,
7312,Altenburger Brauerei GmbH,,,,,
7313,Vereinsbrauerei Apolda GmbH,,,,,
7314,Stadtbrauerei Arnstadt,,,,,
7315,Watzdorfer Traditions- und Spezialitätenbrauerei GmbH,,,,,
7319,Braugold Brauerei Riebeck GmbH & Co. KG,,,,,
7321,Brauhaus König Sahl Erste Gasthausbrauerei Gotha,,,,,
7325,Gasthausbrauerei Talschänke,,,,,
7326,Rhoenbrauerei Dittmar,,,,,
7329,Bürgerliches Brauhaus Saalfeld GmbH,,,,,
7332,Zweite Schweriner Schlossbrauerei,,,,,
7333,Darguner Brauerei GmbH,,,,,
7338,Hansens Brauerei,,,,,
7345,Kirner Bier,,,,,
7349,Privatbrauerei Gebrüder Mayer,,,,,
7350,Traditionsbrauerei Brauberger zu Lübeck,,,,,
7351,Westerwald Brauerei H. Schneider,,,,,
7364,Onuma Brewery,,,,,
7366,Pivovar Regent Trebon,,,,,
7375,Squatters Pub Brewery,,,,,
7380,Brasserie De Milly,,,,,
7381,Beyerd Café-Restaurant-Brouwerij De Beyerd,,,,,
7390,Efes Karaganda Pivovarinniy Zavod,,,,,
7397,Kölner Verbund Brauereien GmbH & Co. KG,,,,,
7400,The Wellhead Restaurant & Brewpub,,,,,
7402,Wasatch Brew Pub,,,,,
7404,Downtown Grill & Brewery,,,,,
7406,Bitter Root Brewing,,,,,
7481,Chodovar Brewery,,,,,
7482,Pivovar Eggenberg & Restaurant Eggenberg,,,,,
7483,Pivovar Kutná Hora,,,,,
7485,Pivovoar Branik,,,,,
7486,Pivovar Krakonos,,,,,
7527,Big River Brewpub,,,,,
7533,Brauerei Fischerstube AG,,,,,
7534,Wharfedale Brewery,,,,,
7536,Castle Bay Irish Pub,,,,,
7538,St. Sebastiaan Belgian Microbrewery,,,,,
7582,Brauerei Allersheim GmbH,,,,,
7589,Einsiedler Brauhaus GmbH,,,,,
7591,Feldschlösschen AG,,,,,
7593,Feldschloesschen AG,,,,,
7595,Glückauf Brauerei GmbH Gersdorf,,,,,
7597,Privatbrauerei Eibau i. Sa. GmbH,,,,,
7598,Privatbrauerei Härke KG,,,,,
7601,Brauerei An Der Thomaskirche,,,,,
7607,Leipziger Brauhaus zu Reudnitz GmbH,,,,,
7623,Privatbrauerei Joh. Cramer,,,,,
7628,Brauerei Vormann,,,,,
7630,Brauerei August Gleumes GmbH,,,,,
7631,Brauerei zur Malzmühle Schwartz KG,,,,,
7636,Hohenfelder Privat Brauerei,,,,,
7637,Privatbrauerei Ernst Barre GmbH,,,,,
7639,Privatbrauerei A. Rolinck GmbH & Co.,,,,,
7673,Brasserie La Tongrinnoise,,,,,
7678,Pfaffen Brauerei Max Päffgen,,,,,
7679,Päffgen Obergärige Hausbrauerei,,,,,
7685,Full Circle Brewing Co.,,,,,
7710,Brauhaus Torgau AG,,,,,
7714,Krostitzer Brauerei GmbH,,,,,
7716,Warburger Brauerei GmbH,,,,,
7722,Huske Hardware House Brewing Company,,,,,
7730,Nøgne Ø - Det Kompromissløse Bryggeri A/S,,,,,
7732,Lido Atputas Centrs,,,,,
7734,Amarcord Birra Artigianale Italiana,,,,,
7753,Olde Hickory Brewery,,,,,
7773,Legacy Brewing Co.,,,,,
7776,Brauerei Westheim GmbH,,,,,
7781,Gebr. Sünner GmbH & Co. KG,,,,,
7848,Big Rock Chop & Brewhouse,,,,,
7891,"Kompaniya ""Teddy Beer""/Mikropivovariya Laplandia",,,,,
7898,Dark Star Brewing Company Limited,,,,,
7928,"Russkaya Pivovarennaya Kompaniya ""Chmelyoff""",,,,,
7933,Pivovariya Luzhniki OAO,,,,,
7979,Hoppers Grille And Brewery,,,,,
8038,Spessart Brauerei GmbH,,,,,
8202,Specklebelly's Brew Pub,,,,,
8203,Paddock Wood Brewing Co.,,,,,
8206,Brewsters Brewing Company & Restaurant - Normanview,,,,,
8208,Barley Mill Brew Pub / Trifons Pizza,,,,,
8213,The Tap Brewing Co. & Eatery Inc.,,,,,
8215,Bridge's Ale House,,,,,
8221,Mano's Grill & Brewhouse,,,,,
8263,Bryggeriet Apollo,,,,,
8264,Nørrebro Bryghus,,,,,
8265,Mount Shivalik Breweries Ltd,,,,,
8266,"Pivovar V Martine / Heineken Slovensko, a.s.",,,,,
8270,Brewerkz Riverside Point,,,,,
8285,Lighthouse Brewery,,,,,
8346,Maisel Bräu Bamberg GmbH,,,,,
8357,Scattor Rock,,,,,
8363,Dahlonega Brewing Company (Caruso's Italian),,,,,
8377,Tower Brewery,,,,,
8396,1648 Brewing Company Ltd,,,,,
8402,Yates Brewery,,,,,
8405,Tomos Watkin Brewery,,,,,
8423,Rocky Run Tap And Grill,,,,,
8446,barVolo,,,,,
8452,Shadows Brewing Company,,,,,
8508,McCallum Brewery,,,,,
8515,Oxenhope Moorlands Brewery,,,,,
8521,Rock Bottom Restaurant And Brewery,,,,,
8535,Carlsberg-Tetley Brewing Ltd,,,,,
8540,Etna Brewery,,,,,
8560,Hepworth & Co. (Brewers) Ltd.,,,,,
8590,Wet Planet Beverage Co.,,,,,
8593,Phoenix Brewery Co Ltd,,,,,
8611,Melchers Group,,,,,
8630,Quay Street Brewing Company,,,,,
8646,Saigon Beer Company,,,,,
8681,Peter B's Brew Pub,,,,,
8685,Ruth McGowan's Brewpub,,,,,
8687,Bear's Lair,,,,,
8689,Lost Duck Brewpub,,,,,
8731,Oechsner Ankerbräu KG,,,,,
8741,White Star Brewery Ltd,,,,,
8742,Springhead Fine Ales Ltd,,,,,
8768,Greenpoint Beerworks / Kelso of Brooklyn,,,,,
8775,O'Griff's Irish Pub & Brewhouse,,,,,
8776,Barley and Hops Grill & Microbrewery,,,,,
8786,Werner Bräu GmbH,,,,,
8802,Conwy Brewery Ltd,,,,,
