Brewery ID,Brewer Name,City,State,Zip,Lat,Long
1491,Cerveceria Costa Rica,,,,,
1494,Lang Creek Brewery,,,,,
1497,Jupiter,,,,,
1498,Brasseries Kronenbourg,,,,,
1500,Freeport Brewing Company,,,,,
1501,Chesapeake Bay Brewing Company,,,,,
1503,Hambleton Ales,,,,,
1505,Ostankinskiy Pivovarinniy Zavod,,,,,
1522,Main Street Brewery / Mesa Cerveza,,,,,
1527,Olde Heurich Brewing Co.,,,,,
1535,Brasseurs R.J.,,,,,
1536,Privatbrauerei Gaffel Becker & Co.,,,,,
1538,Hangtown Brewery,,,,,
1539,Oettinger International Getränke-Vertriebs GmbH,,,,,
1540,Mountain Goat Beer Pty Ltd,,,,,
1546,"Hong Kong S.A.R. Brewing Company Ltd., The",,,,,
1548,John Harvard's Brewery & Ale House,,,,,
1549,Goose Island Beer Co.,,,,,
1550,Rock Bottom Restaurant & Brewery,,,,,
1551,Gordon Biersch Brewery Restaurant,,,,,
1568,Brew Moon Restaurant & Microbrewery,,,,,
1581,Broue Chope,,,,,
1587,Williamsburg Brewing Company,,,,,
1590,Diamond Knot Brewery,,,,,
1595,Cascade Brewery Company Ltd.,,,,,
1601,Independence Brew Pub,,,,,
1602,Big Hole Brewing Company,,,,,
1604,Roslyn Brewing,,,,,
1608,The Shed Restaurant & Brewery,,,,,
1610,McGuire's Irish Pub,,,,,
1616,Spanish Springs Brewing Company,,,,,
1618,Sarasota Brewing Company,,,,,
1619,C.H. Evans Brewing Company,,,,,
1620,Dunedin Brewery,,,,,
1622,Titanic Brewing Company,,,,,
1627,Eel River Brewing Co.,,,,,
1628,Southampton Publick House,,,,,
1631,Brasserie du Boxer SA,,,,,
1632,Brauerei Eichhof,,,,,
1635,Chelsea Brewing Company,,,,,
1636,Bethlehem Brew Works,,,,,
1638,Heads Up Brewing,,,,,
1639,Gallaghers' U-Brew,,,,,
1640,Big House Brewing Co.,,,,,
1643,Van Dyck Restaurant and Brewery,,,,,
1644,Kutztown Tavern,,,,,
1646,Davidson Brothers Restaurant & Brewery,,,,,
1652,Herrnbräu Bürgerliches Brauhaus Ingolstadt,,,,,
1653,Wickwar Brewing Company,,,,,
1656,South Australia Brewing Co.,,,,,
1660,Old World Brewing Company Inc.,,,,,
1672,Prague Breweries Group,,,,,
1675,Birrificio Le Baladin,,,,,
1676,Wolnzacher Bürgerbraü AG,,,,,
1677,Fire Company Brew,,,,,
1678,Sacramento Brewing Co.,,,,,
1682,Brasserie La Choulette,,,,,
1683,Santa Fe Brewing Company,,,,,
1684,"AB Group, Ltd.",,,,,
1685,Cerveceria Bucanero S.A.,,,,,
1689,West End Brewery,,,,,
1690,Shenandoah Brewing Co.,,,,,
1692,Grand Bahama Brewing Company,,,,,
1693,Krasnyj Vostok,,,,,
1700,Bere Craiova (Brau-Union Romania),,,,,
1703,Malbera S.A. (Brau-Union Romania),,,,,
1705,Silva Reghin S.A. (Brau-Union Romania),,,,,
1708,Sweetwater Tavern & Brewery,,,,,
1709,Capitol City Brewing,,,,,
1717,"Cheboksarskaya Pivovariya ""Buket Chuvashii""",,,,,
1719,Sarmat,,,,,
1720,Zagrebaèka Pivovara D.d.,,,,,
1722,Namibia Breweries Limited,,,,,
1723,Hansa Brauerei / Namibia Breweries,,,,,
1727,Hunterdon Brewing Company,,,,,
1729,Los Gatos Brewing Company,,,,,
1730,Karlova&#267;ka Pivovara,,,,,
1740,Vinap,,,,,
1741,Vityaz,,,,,
1742,"Pivovarnya ""Pyatyi Okean''",,,,,
1746,Voronezhsky Brewery,,,,,
1752,Two Rows Restaurant & Brewery,,,,,
1754,Stewart's Brewing Co.,,,,,
1755,"Fujian Yanjing Huiquan Brewery Co., Ltd.",,,,,
1762,"St. George Brewing Company, The",,,,,
1763,Bray's Brewing Company,,,,,
1767,Sun Valley Brewing Company,,,,,
1776,William Stones Ltd,,,,,
1781,Perla Browary Lubelskie S.A.,,,,,
1784,Outer Banks Brewing Station,,,,,
1787,Augustiner Bräu Kloster Mülln OHG,,,,,
1788,Flying Goose Brew Pub & Grille,,,,,
1792,Brauerei Keesmann,,,,,
1793,Capitol City Brewing Company,,,,,
1796,Herzoglich Bayerisches Brauhaus Tegernsee,,,,,
1797,Hofbrauhaus Berchtesgaden,,,,,
1798,Irseer Klosterbräu,,,,,
1799,Unions-Bräu Haidhausen,,,,,
1800,Dockside Restaurant & Brewing Co.,,,,,
1805,Rock Art Brewery,,,,,
1808,Compass Creek Restaurant & Brewery,,,,,
1809,Brewery Urpin BB Ltd.,,,,,
1810,Buffalo Brewery (Aus.),,,,,
1811,Scottish Chief's Tavern Brewery,,,,,
1818,O'Hara's Brewpub And Restaurant,,,,,
1819,Granite City Food & Brewery,,,,,
1834,"Shipwrecked Brew Pub, Restaurant and Inn",,,,,
1837,Buckeye Brewing Company,,,,,
1838,Bloomington Brewing Company / Lennie's,,,,,
1847,Asheville Pizza and Brewing Co.,,,,,
1850,Hops Grillhouse & Brewery,,,,,
1862,Top of the Hill Restaurant and Brewery,,,,,
1863,Southend Brewery & Smokehouse,,,,,
1865,Southend Brewery & Smokehouse,,,,,
1866,Southend Brewery & Smokehouse,,,,,
1869,Micro-Brasserie Breughel,,,,,
1870,Crabby Larry's Brew Pub,,,,,
1877,Berliner-Schultheiss-Brauerei GmbH,,,,,
1878,Propeller Brewery,,,,,
1879,Garrison Brewing Company,,,,,
1880,Empyrean Brewing Company,,,,,
1882,Fancy Pants Brewing Company,,,,,
1885,Cambrew / Angkor Brewery,,,,,
1888,Lake Placid Craft Brewing Company,,,,,
1890,Red Lion Brewing,,,,,
1897,Brasserie Coreff,,,,,
1899,Blackwater Brewing Company,,,,,
1901,West Virginia Brewing Company,,,,,
1909,Coasters Pub & Biergarten,,,,,
1910,Water Street Brewery,,,,,
1912,Milwaukee Ale House,,,,,
1916,Kettle House Brewing Co.,,,,,
1917,Kompania Piwowarska,,,,,
1918,Altstadthotel & Restaurant Zieglerbräu,,,,,
1922,Sunday River Brewing Co.,,,,,
1923,Uerige Obergärige Hausbrauerei GmbH / Zum Uerige,,,,,
1927,Il Vicino Wood Oven Pizza and Brewery,,,,,
1930,Alcatraz Brewing Co.,,,,,
1933,Mishawaka Brewing Company,,,,,
1939,Ibbl Ashkelon / Tank Beer,,,,,
1943,Trebjesa Brewery,,,,,
1949,Bohemian Brewery,,,,,
1950,Court Avenue Brewing Company,,,,,
1951,"Cerveceria Hondurena, S.A. / BevCo Ltd",,,,,
2014,Great Western Brewing,,,,,
2015,Golden Valley Brewery and Pub,,,,,
2016,Lighthouse Brewing Company,,,,,
2044,"Pivovar Starbrno, A.S.",,,,,
2055,Bernard Family Brewery,,,,,
2062,Pivovar Klaster,,,,,
2064,DB Breweries Ltd.,,,,,
2068,Gentle Ben's Brewing Company,,,,,
2076,Hog's Back Brewery,,,,,
2078,Sweetwater Tavern & Brewery,,,,,
2079,Sweetwater Tavern & Brewery,,,,,
2084,Thunder Canyon Brewery,,,,,
2085,Dragonmead Microbrewery,,,,,
2089,ReaperAle,,,,,
2090,Gröninger Braukeller,,,,,
2091,Woodward Avenue Brewers,,,,,
2093,Vierling Restaurant & Marquette Harbor Brewery,,,,,
2094,Traffic Jam & Snug Restaurant,,,,,
2097,Kuhnhenn Brewing Company,,,,,
2098,Terminal Gravity Brewing Company,,,,,
2100,"Hijos De Rivera, S.A.",,,,,
2101,Blue Star Brewing Company,,,,,
2102,High Noon Saloon & Brewery,,,,,
2104,McMenamins,,,,,
2105,Edgefield Brewery (McMenamins),,,,,
2113,Raccoon River Brewing Company,,,,,
2114,Watson Bros. Bistro & Brewery,,,,,
2144,McCoy's Public House,,,,,
2145,River Market Brewing Company,,,,,
2150,Timothy Taylor & Co. Limited,,,,,
2152,Brauerei St. Scheidmantel KG,,,,,
2155,Red Brick Station,,,,,
2157,Hotel Der Waldkater,,,,,
2171,Four Peaks Brewing Company,,,,,
2179,Walnut Creek Alehouse (Pyramid),,,,,
2180,Berkeley Alehouse (Pyramid Breweries),,,,,
2181,Kamenitza AD,,,,,
2182,Zum Stiefel,,,,,
2183,Zum Löwenbräu,,,,,
2184,Winkler Braustuberl Privatbrauerei und Gutshof,,,,,
2186,Brauereigasthof Rothenbach Sonnenhof,,,,,
2188,Third Base Sports Bar & Brewery,,,,,
2192,Peak Brewing Company,,,,,
2194,Rio Salado Brewing Company,,,,,
2195,Huntington Beach Beer Company,,,,,
2196,Brasseurs De L'Anse,,,,,
2197,Liberator Brewing Company & HomeBrew Supply,,,,,
2200,Mogollon Brewing Company,,,,,
2210,Firestone Walker Brewing Co.,,,,,
2216,Brouwerij Drie Fonteinen,,,,,
2217,L'Inox,,,,,
2218,Brasserie de Tahiti S.A.,,,,,
2222,Kaiserdom Privatbrauerei Bamberg,,,,,
2230,Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),,,,,
2240,Papago Brewing,,,,,
2243,The Porterhouse Brewing Company,,,,,
2251,Woodforde's Norfolk Ales,,,,,
2253,Blackfoot River Brewing Company,,,,,
2263,Porterhouse Restaurant & Brew Pub,,,,,
2266,Moab Brewery,,,,,
2270,Samba Brewing Co. & Winery,,,,,
2274,Ice Axe Grill / Mt. Hood Brewing Co.,,,,,
2278,Schussenrieder Erlebnisbrauerei,,,,,
2279,Lovejoy's Taproom,,,,,
2288,Hausbrauerei Düll,,,,,
2294,Franciscan Well Micro Brewery,,,,,
2295,Messrs Maguire,,,,,
2298,Hop Back Brewery plc,,,,,
2299,Brouwerij Strubbe,,,,,
2301,Manerba Brewery,,,,,
2303,Birrificio Lambrate,,,,,
2304,Birrificio Italiano,,,,,
2305,Barley's Casino & Brewing Co.,,,,,
2306,Pints Brewery & Sports Bar,,,,,
2307,The Brew Brothers,,,,,
2308,Chicago Brewing Company,,,,,
2309,Ellis Island Casino & Brewery,,,,,
2310,Great Basin Brewing Co.,,,,,
2312,Tenaya Creek Brewery,,,,,
2313,Silver Peak Restaurant & Brewery,,,,,
2326,Brauereigasthof Schneider,,,,,
2329,Pott's Naturpark-Brauerei / Pott's Brau und Backhaus,,,,,
2335,Beba,,,,,
2346,Rochester Mills Beer Co.,,,,,
2352,Wolf Creek Brewing,,,,,
2372,Terrapin Beer Company,,,,,
2381,Sebago Brewing Company,,,,,
2382,Brasserie Meteor,,,,,
2383,Cooper's Cave Ale Company,,,,,
2399,Limburg Brewing Company,,,,,
2410,Hereford & Hops Restaurant & Brewpub,,,,,
2412,Hereford & Hops Restaurant & Brewpub,,,,,
2414,Tied House Cafe & Brewery,,,,,
2415,Tied House Cafe & Brewery,,,,,
2416,Kichesippi Beer Co.,,,,,
2418,Brauerei Diebels GmbH & Co KG,,,,,
2422,Skagway Brewing Company,,,,,
2425,Pivovar Zlatopramen,,,,,
2426,Madison Brewing Co.,,,,,
2428,Brasserie Caulier,,,,,
2429,Brasserie Des Fagnes,,,,,
2430,Al Ahram Beverages Company,,,,,
2431,Privatbrauerei Eichbaum GmbH & Co. KG,,,,,
2432,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH,,,,,
2436,Blue Corn Brewery,,,,,
2444,Companhia Cervejaria Brahma,,,,,
2446,Catawba Valley Brewing Company,,,,,
2449,Daleside Brewery,,,,,
2452,Gold Crown Brewery,,,,,
2456,Sophisticated Otter Restaurant & Brewing Co.,,,,,
2464,The Cowboy Restaurant & Brewery,,,,,
2466,"Londoner Brew Pub, The",,,,,
2470,The Brew Kettle Taproom & Smokehouse / Production Works,,,,,
2472,Riedenburger Brauhaus,,,,,
2478,Hösl & Co. Brauhaus GmbH,,,,,
2504,New Albanian Brewing Company - Pizzeria and Public House,,,,,
2506,Privatbrauerei Hoepfner,,,,,
2510,Main Street Brewery & Lamppost Pizza,,,,,
2513,Sun Up Brewing Co.,,,,,
2519,Blue & Gray Brewing Co.,,,,,
2520,Brasserie Lancelot,,,,,
2521,Lindens Brewing Co.,,,,,
2539,Dominica Brewery and Beverages Ltd.,,,,,
2540,Brasserie Des Cimes,,,,,
2541,Brouwerij Girardin,,,,,
2547,Jack Russell Brewing Company,,,,,
2548,Pivovaren Zavod Ledenika,,,,,
2549,Ringnes Bryggeri (Carlsberg),,,,,
2551,Australian Pizza Kitchen Brewery,,,,,
2552,Bells Hotel and Brewery,,,,,
2553,Bootleg Brewery,,,,,
2554,Matso's Broome Brewery,,,,,
2556,"Sunshine Coast Brewery, The",,,,,
2557,Sail and Anchor Pub Brewery,,,,,
2562,Gunn Island BrewBar,,,,,
2564,Inchant Brewery / Rose and Crown Hotel,,,,,
2565,Jerninghan Street Brewery,,,,,
2569,Nail Brewing Australia Pty Ltd,,,,,
2575,Boliarka-VT,,,,,
2582,Avalon Brewing,,,,,
2583,Bear Brewing,,,,,
2587,The Grizzly Paw Brewing Company,,,,,
2592,Cerveceria Tesoro,,,,,
2593,Wild Rose Brewery & Taproom,,,,,
2594,Tree Brewing,,,,,
2597,Mission Springs Brewing Company,,,,,
2600,Fernandes Brewery Tap,,,,,
2617,Big River Grille & Brewing Works,,,,,
2618,Pirinsko Pivo,,,,,
2619,Ariana Brewery,,,,,
2629,Alpirsbacher Klosterbräu,,,,,
2635,Brauerei Gasthof Hotel Post,,,,,
2636,Privatbrauerei Scherdel OHG,,,,,
2641,New Old Lompoc Brewery,,,,,
2642,North by Northwest Restaurant & Brewery,,,,,
2647,Brasserie Britt de Bretagne,,,,,
2648,Brasserie Tonnerre De Brest,,,,,
2651,Bayhawk Ales,,,,,
2652,Brauerei Schumacher,,,,,
2653,Grivita International (Brau Union Romania),,,,,
2671,Jasper Ridge Brewery,,,,,
2674,Sheepscot Valley Brewing Company,,,,,
2684,Hair of the Frog Brewery,,,,,
2686,Brasserie Seigneuriale (Sleeman Breweries Ltd.),,,,,
2687,Heavenly Daze Brewery and Grill,,,,,
2695,Bull & Bush Pub & Brewery,,,,,
2696,Jarre Creek Ranch Brewery,,,,,
2697,Brasserie de Luxembourg Mousel -Diekirch SA,,,,,
2706,Parkbrauerei / Park & Bellheimer AG,,,,,
2711,BJ's Restaurant & Brewery,,,,,
2712,Castle Eden Brewery Ltd,,,,,
2722,Schlossbräustüberl Odelzhausen,,,,,
2723,Brauerei Gasthof Hartmann,,,,,
2724,Pacific Coast Brewing Company,,,,,
2725,Kraftbräu Brewery,,,,,
2743,Green Flash Brewing Co.,,,,,
2749,Wadworth and Company Ltd.,,,,,
2758,Smiles Brewing Co. Ltd,,,,,
2762,"Portchester Brewery, The",,,,,
2764,Abbey Ales Limited,,,,,
2766,Ironworks Brewpub,,,,,
2790,Harper's Restaurant & Brewpub,,,,,
2791,Brouwerij Timmermans-John Martin N.V.,,,,,
2796,Brouwerij 't Gaverhopke,,,,,
2802,Lomsko Pivo,,,,,
2804,Pivovaren Zavod Varensko Pivo,,,,,
2805,U Fleků Pivovaru a Restauraci,,,,,
2810,Streets Of New York / Uptown Brewery,,,,,
2811,Railhouse Restaurant & Brewery,,,,,
2827,La Ferme Au Chene,,,,,
2830,America's Brewpub,,,,,
2832,AuerBräu AG,,,,,
2835,Big River Grille & Brewing Works,,,,,
2841,Wern Fawr / Bryncelyn Brewery,,,,,
2846,Pivovar Saris,,,,,
2850,Stadtbrauerei Spalt,,,,,
2853,Brauerei Schlösser GmbH,,,,,
2854,Flensburger Brauerei GmbH Und Co. KG,,,,,
2855,Hasseröder Brauerei GmbH,,,,,
2857,Brauhaus Georgbræu,,,,,
2859,Lindenbräu am Potsdamer Platz,,,,,
2875,Carolina Brewery,,,,,
2876,Hofbräuhaus Traunstein Josef Sailer KG,,,,,
2882,Beer Factory,,,,,
2888,S. C. Martens S. A.,,,,,
2890,Standing Stone Brewing Company,,,,,
2891,Karlsberg Brauerei,,,,,
2900,Paulista Brewery,,,,,
2905,Boston Baked Beans Co.,,,,,
2906,Wildwood Brewing Co.,,,,,
2907,Birra Tirana,,,,,
2909,"White Winter Winery, Inc.",,,,,
2915,Gruhlke Brewery,,,,,
2916,Highwood Brewery Ltd.,,,,,
2919,"Wild Duck Brewery, Restaurant And Music Hall",,,,,
2924,Cervecería De Barranquilla,,,,,
2930,Robert Cain & Company Limited,,,,,
2933,Huisbrouwerij Old Bailey,,,,,
2936,J.T. Whitney's Pub & Brewery,,,,,
2937,Isar Bräu,,,,,
2940,Coach's Brewhouse,,,,,
2946,The Grumpy Troll Restaurant and Brewery,,,,,
2951,Red Oak Brewery,,,,,
2953,Portsmouth Brewing Co. / Mault's Brewpub,,,,,
2958,BFM Brasserie Des Franches-Montagnes,,,,,
2963,Ginnheimer Wirtshaus,,,,,
2968,Hancock Bryggerierne,,,,,
2969,Königsbacher Brauerei,,,,,
2970,Lao Brewery Co.,,,,,
2974,Radeberger Exportbierbrauerei,,,,,
2976,Pints Pub and Brewery and Freehouse,,,,,
2979,Leopold Bros. Brewery of Ann Arbor,,,,,
2980,Alameda Brewhouse,,,,,
2998,Le Brasse-Temps (Louvain-la-Neuve) / Brasserie Dubuisson Frères,,,,,
3010,Crown City Brewery,,,,,
3024,Southern Sun Pub and Brewery,,,,,
3032,Hawks Brewing,,,,,
3042,BJ's Restaurant & Brewhouse,,,,,
3043,Brauerei Hirt GmbH,,,,,
3044,Brauerei Schleswig,,,,,
3046,Cerpa Cervejaria Paraense S/A,,,,,
3048,Dithmarscher Brauerei / Karl Hintz GmbH & Co.KG,,,,,
3049,Elgood and Sons Ltd,,,,,
3052,Hook Norton Brewery Co. Ltd.,,,,,
3054,Brouwerij Paeleman,,,,,
3062,Amos Howard's Brew Pub,,,,,
3065,Jämtlands Bryggeri AB,,,,,
3066,Dusters Restaurant and The Gottberg Brew Pub,,,,,
3073,Oggi's Pizza & Brewing Co.,,,,,
3079,Ram International / Humperdinks Restaurant and Big Horn Brewing,,,,,
3082,Main Street Brewery,,,,,
3084,Drayman's Brewery,,,,,
3087,4th Street Brewing Company,,,,,
3090,Original Saratoga Brew Pub,,,,,
3091,Frederic Robinson Limited,,,,,
3098,Big Dog's Draft House,,,,,
3099,T.D.Ridley & Sons Limited,,,,,
3106,Cerveceria La Tropical Brewmasters,,,,,
3114,California Brewing Company,,,,,
3120,Alpine Beer Company,,,,,
3123,Aberdeen Brewing Company,,,,,
3174,Coopersmith's Pub & Brewing,,,,,
3175,Calwer-Eck-Bräu GmbH & Co. KG,,,,,
3182,Fürstlich Fürstenbergische Brauerei KG,,,,,
3183,Hochdorfer Kronenbrauerei Otto Haizmann KG,,,,,
3184,Hannen Brauerei GmbH,,,,,
3185,The Tap Brewing Company,,,,,
3191,Federation Brewery Ltd,,,,,
3192,Calhoun's Microbrewery,,,,,
3193,Edelweissbrauerei Farny,,,,,
3196,Flat Branch Pub & Brewery,,,,,
3200,Portneuf Valley Brewing,,,,,
3207,San Francisco Brewing Company,,,,,
3215,Les Brasseurs de la Brie,,,,,
3219,Brasserie La Saint-Pierre,,,,,
3225,Hawai'i Nui Brewing / Mehana Brewing Company,,,,,
3232,BJ's Restaurant & Brewery,,,,,
3246,Cheshire Cat Brewpub,,,,,
3257,Tracks Brewpub (Duplicate),,,,,
3258,Humperdinks Restaurant and Sports Bar,,,,,
3259,The Merchant Ale House Restaurant & Brewpub,,,,,
3260,The Native Brewing Co.,,,,,
3264,TableRock BrewPub,,,,,
3267,Oyster Bar Brewery,,,,,
3268,O'Fallon Brewery,,,,,
3273,Mountain Town Station Brewing Co. & Steakhouse,,,,,
3282,Brasserie La Binchoise (Malterie des Remparts),,,,,
3291,Hochstiftliches Brauhaus,,,,,
3299,Brasserie Sainte-Colombe,,,,,
3300,Brasserie Saint-Monon,,,,,
3328,Brasserie Gigi,,,,,
3337,Brauerei Herrenhausen KG,,,,,
3340,Dinkelacker-Schwabenbraeu AG,,,,,
3342,Tuborg Deutschland GmbH,,,,,
3346,Chalk Hill Brewery,,,,,
3349,Museum Brewing Company / White Shield Brewery,,,,,
3350,Freedom Brewery Ltd.,,,,,
3351,Coors Brewers Ltd,,,,,
3352,Humperdinks Restaurant and Sports Bar,,,,,
3353,Rockyard Brewing,,,,,
3354,Dostal Alley Brewpub,,,,,
3355,Wolf Rock Brewing Company,,,,,
3363,Iceni Brewery,,,,,
3365,Keltek Brewing Company Ltd,,,,,
3366,Pitfield Organic Brewery,,,,,
3392,Ballard's Brewery Limited,,,,,
3394,Forth Brewery Ltd,,,,,
3403,"Cairngorm Brewery Company, The",,,,,
3407,"Clockwork Beer Co, The",,,,,
3408,Valhalla Brewery (Sheltand Refreshments Ltd),,,,,
3409,Fox And Hounds / Houston Brewery Company,,,,,
3410,Kelburn Brewing Company,,,,,
3411,Fyne Ales Ltd,,,,,
3413,Moulin Hotel & Brewery,,,,,
3419,Hakodate Beer,,,,,
3422,T.Y. Harbor Brewery,,,,,
3426,Lohrer Bier/Privatbrauerei Stumpf GmbH,,,,,
3435,Mash,,,,,
3440,JT Schmid's Restaurant & Brewery,,,,,
3441,Delafield Brewhaus,,,,,
3444,Ginga Kogen Beer,,,,,
3446,Bowen Island Brewing Co. Ltd.,,,,,
3447,Spinnakers Gastro Brewpub & Guesthouse,,,,,
3448,Hoppy Brewing Co.,,,,,
3450,Birrificio Cittavecchia,,,,,
3452,Tugboat Brewing Company,,,,,
3453,Sarajevska Pivara,,,,,
3454,Gamla Stans Bryggeri,,,,,
3455,Buckner Brewing Co.,,,,,
3459,"Hand In Hand, Kemptown Brewery Co. Ltd",,,,,
3462,Brouwerij Cnudde,,,,,
3463,Brouwerij Contreras,,,,,
3464,Brouwerij Deca Services NV,,,,,
3469,Ezo Beer KK,,,,,
3474,Listermann Brewing Supply & Mfg,,,,,
3490,B.O.B.'s House Of Brews,,,,,
3499,"Waoh / Yamato Brewery, K.K.",,,,,
3508,Butcombe Brewery Ltd.,,,,,
3512,Brouwerij Ter Dolen N.V.,,,,,
3515,Brouwerij Facon,,,,,
3517,Brouwerij Martens NV,,,,,
3518,Domus,,,,,
3521,De Proefbrouwerij (bvba Andelot),,,,,
3522,Huisbrouwerij 't Pakhuis,,,,,
3524,Bayerische Brauerei Kaiserslautern,,,,,
3526,Brasserie Battin,,,,,
3527,Brasserie Bofferding,,,,,
3529,Brasserie Simon,,,,,
3530,Water Tower Brewing Company/US Play,,,,,
3534,A.J.I. Beer Inc,,,,,
3541,Beer Station Ryogoku,,,,,
3550,"Iki-iki Beer, K.K.",,,,,
3551,Coedo Brewery (Kyodo Shoji Koedo Brewery),,,,,
3552,Haneda Shuzo Y.K.,,,,,
3553,Yo-Ho Brewing Company,,,,,
3557,Steelhead Brewing Co.,,,,,
3564,Gordon Biersch,,,,,
3567,Oggi's Pizza & Brewing Co.,,,,,
3570,Bilbo's Pizza,,,,,
3585,BJ's Restaurant & Brewery,,,,,
3593,Beowulf Brewing Company,,,,,
3594,Daniel Batham & Son Ltd,,,,,
3597,Holdens Brewery Limited,,,,,
3599,Baird Brewing Company / Fishmarket Taproom,,,,,
3604,"Hidatakayama Brewing Agricultural Corporation, Ltd",,,,,
3605,Church End Brewery Ltd,,,,,
3614,Riverhead Brewery Limited,,,,,
3620,Tuppers' Hop Pocket Brewing Company,,,,,
3623,Grid Iron Brewpub & Grille,,,,,
3625,Paulaner Brauhaus (Pulana Pijiu Fang),,,,,
3628,"Frog & Princess, The",,,,,
3630,"Frog & Rosbif, The",,,,,
3631,"Frog at Bercy Village, The",,,,,
3647,Les 3 Brasseurs,,,,,
3655,Schlossbrauerei Au-Hallertau,,,,,
3656,Hofmark Brauerei,,,,,
3668,Brasserie Henry,,,,,
3671,Brasserie Artisanale des Vosges,,,,,
3676,Brasserie De Clerck,,,,,
3678,Les Brasseurs de Bercloux,,,,,
3685,Brauerei Ludwig Erl,,,,,
3690,Peschl Bräu,,,,,
3693,Restaurant Flieger Bräu,,,,,
3695,Weissbierbrauerei Andorfer,,,,,
3700,Kunino Cho,,,,,
3701,Okhotsk Brewery Inc.,,,,,
3702,Shinano Brewery Vanryu / Chestnut Pub,,,,,
3704,"Stone Iwamoto Co., Ltd / Hakusekikan Beer Restaurant BACCHUS",,,,,
3707,Dortmunder Union Brauerei,,,,,
3715,Brasil Kirin,,,,,
3716,Wolf Brewing Company,,,,,
3717,Micro-Brasserie L'Alchimiste,,,,,
3718,Microbrasserie du Lièvre,,,,,
3720,Brasserie Belgh Brasse,,,,,
3721,Chez Gambrinus,,,,,
3724,Microbrasserie la Memphré,,,,,
3726,La Diable,,,,,
3747,Brasserie Les Trois Brasseurs,,,,,
3748,Brasserie Brootcoorens,,,,,
3760,Mill Street Brew Pub,,,,,
3768,Lunar Brewing,,,,,
3775,C.A. Cerveceria Regional,,,,,
3776,Third Street Aleworks,,,,,
3778,Browar Van Pur S.A. (Brau Union Polska),,,,,
3783,Lech Browary Wielkopolski (SABMiller),,,,,
3792,Turtle Mountain Brewing Company,,,,,
3796,Privatbrauerei Strate Detmold,,,,,
3798,High Desert Brewing Company,,,,,
3799,Brauerei Zipf (Brau Union),,,,,
3800,Erste Obermurtaler Brauereigenossenschaft,,,,,
3805,Brauerei Im Füchschen,,,,,
3816,Brenham Brewing Company,,,,,
3818,Southern Tier Brewing Company,,,,,
3820,Bozeman Brewing Company,,,,,
3825,Åbro Bryggeri,,,,,
3846,Kazbegi-Castel Lilo Brewery,,,,,
3858,Yarpivo,,,,,
3865,North End Tavern & Brewery,,,,,
3900,Kaltenberg International / König Ludwig International GmbH & Co.KG,,,,,
3922,Taylor Brewing Company,,,,,
3929,The Hillsborough Hotel,,,,,
3941,Kankiku Brewery,,,,,
3943,Cervecera CCU Chile Ltda,,,,,
3945,Alte Klosterbrauerei Vierzehnheiligen Brauerei Trunk,,,,,
3956,Brewsters Brewing Company & Restaurant - Oliver Square,,,,,
3957,Grebbestad Bryggeri,,,,,
3963,Hellenic Breweries Of Atalanti S.A.,,,,,
3965,Anacapa Brewing Company,,,,,
3968,Lily's Seafood & B.C.,,,,,
3970,Terre Haute Brewing Co. & Tap Room,,,,,
3991,St. Peters Brewery (Australia),,,,,
3995,Byron Bay Brewing,,,,,
3996,Billabong Brewery,,,,,
4013,Glenwood Canyon Brewing / Canyon Brew Pub,,,,,
4014,Mystic Brewing Company,,,,,
4027,Great Adirondack Steak And Seafood Co.,,,,,
4028,Neustadt Springs Brewery,,,,,
4029,S´Kloane Brauhaus,,,,,
4036,Old Credit Brewing Co.,,,,,
4043,Fort Garry Brewing Company Ltd.,,,,,
4047,The Tin Whistle Brewing Company,,,,,
4048,Mt. Begbie Brewing Co.,,,,,
4051,Mammoth Brewing Company,,,,,
4063,River City Brewing Co.,,,,,
4067,Fordham Brewing Company,,,,,
4069,Ram Restaurant & Brewery,,,,,
4073,Highlands Hollow Brewhouse,,,,,
4075,McCall Brewing Company,,,,,
4078,Bertram's Salmon Valley Brewery & Restaurant,,,,,
4079,Brownstone Restaurant & Brewhouse,,,,,
4087,Spendrups Bryggeri AB,,,,,
4089,Krönleins Bryggeri AB,,,,,
4090,Två Bryggare - Österlenbryggarna (Ysta Bryggeri),,,,,
4093,Fischerbräu 1. Wiener Gasthof-Brauerei,,,,,
4098,Siebensternbräu,,,,,
4099,Wieden Bräu,,,,,
4102,Hartwall Helsinki Panimo,,,,,
4103,Pivovar Breznak,,,,,
4106,Žatecký Pivovar,,,,,
4107,Pivovar &#268;erná Hora,,,,,
4109,Privatbrauerei Josef Sigl KG,,,,,
4110,Fire Station 5 Brewing Company,,,,,
4113,Mohrenbrauerei August Huber,,,,,
4117,Brauerei Raschhofer,,,,,
4120,Privatbrauerei Wurmhöringer,,,,,
4123,Gasthofbrauerei Heustadl,,,,,
4136,Bierbrouwerij De Keyzer,,,,,
4146,Karl Strauss Brewing Company,,,,,
4150,"Denmark Brewing, LLC",,,,,
4151,Schlossbrauerei Stein Wiskott GmbH & Co. KG,,,,,
4154,Klosterbrauerei Reutberg,,,,,
